dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
dato8.1,dato8.2,dato8.3
dato9.1,dato9.2,dato9.3
dato10.1,dato10.2,dato10.3
dato1.1,dato1.2,dato1.3
dato2.1,dato2.2,dato2.3
dato3.1,dato3.2,dato3.3
dato4.1,dato4.2,dato4.3
dato5.1,dato5.2,dato5.3
dato6.1,dato6.2,dato6.3
dato7.1,dato7.2,dato7.3
